Idx;time (epoch);deltaT;deltaDist (km);deltaT(2);cog;sog (kn)
7925;1680434059000;1000;0.000053;=(B467-B466);;0.135
7942;1680434060000;1000;0.000031;=(B468-B467);;0.155
7956;1680434061000;1000;0.000150;=(B469-B468);;0.196
7973;1680434062000;1000;0.000316;=(B470-B469);;0.034
7987;1680434063000;1000;0.000083;=(B471-B470);;0.144
8004;1680434064000;1000;0.000281;=(B472-B471);;0.119
8018;1680434065000;1000;0.000037;=(B473-B472);;0.2
8035;1680434066000;1000;0.000167;=(B474-B473);;0.399
8049;1680434067000;1000;0.000075;=(B475-B474);;0.077
8066;1680434068000;1000;0.000149;=(B476-B475);;0.158
8080;1680434069000;1000;0.000134;=(B477-B476);;0.607
8094;1680434070000;1000;0.000613;=(B478-B477);;0.182
8111;1680434071000;1000;0.000213;=(B479-B478);;0.178
8125;1680434072000;1000;0.000853;=(B480-B479);;0.648
8142;1680434073000;1000;0.000084;=(B481-B480);;0.248
8156;1680434074000;1000;0.000187;=(B482-B481);;0.068
8173;1680434075000;1000;0.000228;=(B483-B482);;0.122
8187;1680434076000;1000;0.000210;=(B484-B483);;0.086
8204;1680434077000;1000;0.000050;=(B485-B484);;0.315
8218;1680434078000;1000;0.000031;=(B486-B485);;0.3
8235;1680434079000;1000;0.000083;=(B487-B486);;0.516
8249;1680434080000;1000;0.000196;=(B488-B487);;0.698
8266;1680434081000;1000;0.000322;=(B489-B488);;0.202
8280;1680434082000;1000;0.000119;=(B490-B489);;0.625
8297;1680434083000;1000;0.000112;=(B491-B490);;0.336
8311;1680434084000;1000;0.000149;=(B492-B491);;0.261
8325;1680434085000;1000;0.000410;=(B493-B492);;0.188
8342;1680434086000;1000;0.000100;=(B494-B493);;0.058
8356;1680434087000;1000;0.000135;=(B495-B494);;0.364
8373;1680434088000;1000;0.000244;=(B496-B495);;0.091
8387;1680434089000;1000;0.000278;=(B497-B496);;0.14
8404;1680434090000;1000;0.000083;=(B498-B497);;0.326
8418;1680434091000;1000;0.000213;=(B499-B498);;0.615
8435;1680434092000;1000;0.000208;=(B500-B499);;0.027
8449;1680434093000;1000;0.000037;=(B501-B500);;0.08
8466;1680434094000;1000;0.000135;=(B502-B501);;0.079
8480;1680434095000;1000;0.000112;=(B503-B502);;0.18
8497;1680434096000;1000;0.000083;=(B504-B503);;0.056
8511;1680434097000;1000;0.000281;=(B505-B504);;0.307
8528;1680434098000;1000;0.000390;=(B506-B505);;0.513
8542;1680434099000;1000;0.000278;=(B507-B506);;0.263
8559;1680434100000;1000;0.000427;=(B508-B507);;0.335
8573;1680434101000;1000;0.000075;=(B509-B508);;0.101
8587;1680434102000;1000;0.000334;=(B510-B509);;0.758
8604;1680434103000;1000;0.000074;=(B511-B510);;0.246
8618;1680434104000;1000;0.000093;=(B512-B511);;0.068
8635;1680434105000;1000;0.000149;=(B513-B512);;0.176
8649;1680434106000;1000;0.000187;=(B514-B513);;0.158
8666;1680434107000;1000;0.000470;=(B515-B514);;0.752
8680;1680434108000;1000;0.000413;=(B516-B515);;0.625
8697;1680434109000;1000;0.000144;=(B517-B516);;0.219
8711;1680434110000;1000;0.000153;=(B518-B517);;0.076
8728;1680434111000;1000;0.000149;=(B519-B518);;0.106
8742;1680434112000;1000;0.000056;=(B520-B519);;0.334
8759;1680434113000;1000;0.000094;=(B521-B520);;0.144
8773;1680434114000;1000;0.000083;=(B522-B521);;0.142
8790;1680434115000;1000;0.000132;=(B523-B522);;0.313
8804;1680434116000;1000;0.000062;=(B524-B523);;0.042
8818;1680434117000;1000;0.000297;=(B525-B524);;0.255
8835;1680434118000;1000;0.000038;=(B526-B525);;0.264
8849;1680434119000;1000;0.000039;=(B527-B526);;0.05
8866;1680434120000;1000;0.000107;=(B528-B527);;0.092
8880;1680434121000;1000;0.000073;=(B529-B528);;0.05
8897;1680434122000;1000;0.000097;=(B530-B529);;0.157
8911;1680434123000;1000;0.000105;=(B531-B530);;0.211
8928;1680434124000;1000;0.000100;=(B532-B531);;0.08
8942;1680434125000;1000;0.000065;=(B533-B532);;0.268
8959;1680434126000;1000;0.000053;=(B534-B533);;0.007
8973;1680434127000;1000;0.000045;=(B535-B534);;0.076
8990;1680434128000;1000;0.000039;=(B536-B535);;0.26
9004;1680434129000;1000;0.000039;=(B537-B536);;0.14
9021;1680434130000;1000;0.000139;=(B538-B537);;0.345
9035;1680434131000;1000;0.000093;=(B539-B538);;0.259
9049;1680434132000;1000;0.000031;=(B540-B539);;0.092
9066;1680434133000;1000;0.000122;=(B541-B540);;0.216
9080;1680434134000;1000;0.000105;=(B542-B541);;0.129
9097;1680434135000;1000;0.000013;=(B543-B542);;0.037
9111;1680434136000;1000;0.000013;=(B544-B543);;0.119
9128;1680434137000;1000;0.000094;=(B545-B544);;0.044
9142;1680434138000;1000;0.000094;=(B546-B545);;0.258
9159;1680434139000;1000;0.000019;=(B547-B546);;0.043
9173;1680434140000;1000;0.000278;=(B548-B547);;0.42
9190;1680434141000;1000;0.000315;=(B549-B548);;0.308
9204;1680434142000;1000;0.000408;=(B550-B549);;0.597
9221;1680434143000;1000;0.000353;=(B551-B550);;0.508
9235;1680434144000;1000;0.000078;=(B552-B551);;0.218
9252;1680434145000;1000;0.000078;=(B553-B552);;0.272
9266;1680434146000;1000;0.000037;=(B554-B553);;0.187
9283;1680434147000;1000;0.000111;=(B555-B554);;0.153
9297;1680434148000;1000;0.000019;=(B556-B555);;0.206
9311;1680434149000;1000;0.000093;=(B557-B556);;0.058
9328;1680434150000;1000;0.000057;=(B558-B557);;0.047
9342;1680434151000;1000;0.000112;=(B559-B558);;0.433
9359;1680434152000;1000;0.000075;=(B560-B559);;0.44
9373;1680434153000;1000;0.000083;=(B561-B560);;0.344
9390;1680434154000;1000;0.000038;=(B562-B561);;0.275
9404;1680434155000;1000;0.000395;=(B563-B562);;0.172
9421;1680434156000;1000;0.000153;=(B564-B563);;0.095
9435;1680434157000;1000;0.000031;=(B565-B564);;0.122
9452;1680434158000;1000;0.000056;=(B566-B565);;0.045
9466;1680434159000;1000;0.000031;=(B567-B566);;0.137
9483;1680434160000;1000;0.000039;=(B568-B567);;0.143
9497;1680434161000;1000;0.000093;=(B569-B568);;0.068
9514;1680434162000;1000;0.000111;=(B570-B569);;0.085
9528;1680434163000;1000;0.000077;=(B571-B570);;0.141
9542;1680434164000;1000;0.000045;=(B572-B571);;0.34
9559;1680434165000;1000;0.000075;=(B573-B572);;0.264
9573;1680434166000;1000;0.000094;=(B574-B573);;0.186
9590;1680434167000;1000;0.000171;=(B575-B574);;0.291
9604;1680434168000;1000;0.000171;=(B576-B575);;0.304
9621;1680434169000;1000;0.000448;=(B577-B576);;0.014
9635;1680434170000;1000;0.000649;=(B578-B577);;0.163
9652;1680434171000;1000;0.000482;=(B579-B578);;0.224
9666;1680434172000;1000;0.000483;=(B580-B579);;0.089
9683;1680434173000;1000;0.000196;=(B581-B580);;0.122
9697;1680434174000;1000;0.000281;=(B582-B581);;0.09
9714;1680434175000;1000;0.000316;=(B583-B582);;0.149
9728;1680434176000;1000;0.000430;=(B584-B583);;0.254
9745;1680434177000;1000;0.000186;=(B585-B584);;0.038
9759;1680434178000;1000;0.000279;=(B586-B585);;0.118
9773;1680434179000;1000;0.000094;=(B587-B586);;0.125
9790;1680434180000;1000;0.000242;=(B588-B587);;0.115
9804;1680434181000;1000;0.000083;=(B589-B588);;0.063
9821;1680434182000;1000;0.000039;=(B590-B589);;0.209
9835;1680434183000;1000;0.000022;=(B591-B590);;0.153
9852;1680434184000;1000;0.000114;=(B592-B591);;0.202
9866;1680434185000;1000;0.000153;=(B593-B592);;0.111
9883;1680434186000;1000;0.000031;=(B594-B593);;0.121
9897;1680434187000;1000;0.000130;=(B595-B594);;0.304
9914;1680434188000;1000;0.000371;=(B596-B595);;0.251
9928;1680434189000;1000;0.000151;=(B597-B596);;0.274
9945;1680434190000;1000;0.000083;=(B598-B597);;0.18
9959;1680434191000;1000;0.000371;=(B599-B598);;0.21
9976;1680434192000;1000;0.000298;=(B600-B599);;0.043
9990;1680434193000;1000;0.000279;=(B601-B600);;0.137
10004;1680434194000;1000;0.000355;=(B602-B601);;0.205
10021;1680434195000;1000;0.000298;=(B603-B602);;0.204
10035;1680434196000;1000;0.000306;=(B604-B603);;0.181
10052;1680434197000;1000;0.000371;=(B605-B604);;0.089
10066;1680434198000;1000;0.000224;=(B606-B605);;0.098
10083;1680434199000;1000;0.000130;=(B607-B606);;0.239
10097;1680434200000;1000;0.000057;=(B608-B607);;0.335
10114;1680434201000;1000;0.000037;=(B609-B608);;0.277
10128;1680434202000;1000;0.000242;=(B610-B609);;0.062
10145;1680434203000;1000;0.000000;=(B611-B610);;0.373
10160;1680434204000;1000;0.000130;=(B612-B611);;0.368
10178;1680434205000;1000;0.000297;=(B613-B612);;0.123
10193;1680434206000;1000;0.000093;=(B614-B613);;0.263
10211;1680434207000;1000;0.000094;=(B615-B614);;0.387
10226;1680434208000;1000;0.000031;=(B616-B615);;0.256
10244;1680434209000;1000;0.000117;=(B617-B616);;0.038
10259;1680434210000;1000;0.000334;=(B618-B617);;0.33
10274;1680434211000;1000;0.000167;=(B619-B618);;0.206
10292;1680434212000;1000;0.000077;=(B620-B619);;0.157
10307;1680434213000;1000;0.000158;=(B621-B620);;0.264
10325;1680434214000;1000;0.000112;=(B622-B621);;0.115
10340;1680434215000;1000;0.000213;=(B623-B622);;0.093
10358;1680434216000;1000;0.000450;=(B624-B623);;0.082
10373;1680434217000;1000;0.000433;=(B625-B624);;0.042
10391;1680434218000;1000;0.000279;=(B626-B625);;0.069
10406;1680434219000;1000;0.000224;=(B627-B626);;0.03
10424;1680434220000;1000;0.000279;=(B628-B627);;0.038
10439;1680434221000;1000;0.000067;=(B629-B628);;0.189
10457;1680434222000;1000;0.000057;=(B630-B629);;0.187
10472;1680434223000;1000;0.000206;=(B631-B630);;0.049
10490;1680434224000;1000;0.000260;=(B632-B631);;0.088
10505;1680434225000;1000;0.000315;=(B633-B632);;0.254
10520;1680434226000;1000;0.000166;=(B634-B633);;0.222
10538;1680434227000;1000;0.000223;=(B635-B634);;0.025
10553;1680434228000;1000;0.000037;=(B636-B635);;0.152
10571;1680434229000;1000;0.000149;=(B637-B636);;0.343
10586;1680434230000;1000;0.000073;=(B638-B637);;0.154
10604;1680434231000;1000;0.000090;=(B639-B638);;0.083
10619;1680434232000;1000;0.000097;=(B640-B639);;0.082
10637;1680434233000;1000;0.000053;=(B641-B640);;0.163
10652;1680434234000;1000;0.000031;=(B642-B641);;0.15
10670;1680434235000;1000;0.000061;=(B643-B642);;0.104
10685;1680434236000;1000;0.000053;=(B644-B643);;0.046
10703;1680434237000;1000;0.000061;=(B645-B644);;0.052
10718;1680434238000;1000;0.000039;=(B646-B645);;0.12
10736;1680434239000;1000;0.000075;=(B647-B646);;0.061
10751;1680434240000;1000;0.000061;=(B648-B647);;0.046
10766;1680434241000;1000;0.000242;=(B649-B648);;0.017
10784;1680434242000;1000;0.000114;=(B650-B649);;0.137
10799;1680434243000;1000;0.000077;=(B651-B650);;0.074
10817;1680434244000;1000;0.000090;=(B652-B651);;0.075
10832;1680434245000;1000;0.000065;=(B653-B652);;0.035
10850;1680434246000;1000;0.000075;=(B654-B653);;0.051
10865;1680434247000;1000;0.000134;=(B655-B654);;0.059
10883;1680434248000;1000;0.000100;=(B656-B655);;0.126
10898;1680434249000;1000;0.000075;=(B657-B656);;0.071
10916;1680434250000;1000;0.000037;=(B658-B657);;0.089
10931;1680434251000;1000;0.000045;=(B659-B658);;0.052
10949;1680434252000;1000;0.000157;=(B660-B659);;0.011
10964;1680434253000;1000;0.000061;=(B661-B660);;0.072
10982;1680434254000;1000;0.000117;=(B662-B661);;0.072
10997;1680434255000;1000;0.000107;=(B663-B662);;0.071
11012;1680434256000;1000;0.000073;=(B664-B663);;0.195
11030;1680434257000;1000;0.000144;=(B665-B664);;0.146
11045;1680434258000;1000;0.000106;=(B666-B665);;0.053
11063;1680434259000;1000;0.000102;=(B667-B666);;0.056
11078;1680434260000;1000;0.000112;=(B668-B667);;0.037
11096;1680434261000;1000;0.000095;=(B669-B668);;0.031
11111;1680434262000;1000;0.000130;=(B670-B669);;0.205
11129;1680434263000;1000;0.000153;=(B671-B670);;0.255
11144;1680434264000;1000;0.000075;=(B672-B671);;0.035
11162;1680434265000;1000;0.000105;=(B673-B672);;0.4
11177;1680434266000;1000;0.000053;=(B674-B673);;0.158
11195;1680434267000;1000;0.000037;=(B675-B674);;0.186
11210;1680434268000;1000;0.000045;=(B676-B675);;0.02
11228;1680434269000;1000;0.000031;=(B677-B676);;0.1
11243;1680434270000;1000;0.000039;=(B678-B677);;0.118
11261;1680434271000;1000;0.000112;=(B679-B678);;0.315
11276;1680434272000;1000;0.000210;=(B680-B679);;0.352
11291;1680434273000;1000;0.000050;=(B681-B680);;0.026
11309;1680434274000;1000;0.000057;=(B682-B681);;0.032
11324;1680434275000;1000;0.000112;=(B683-B682);;0.067
11342;1680434276000;1000;0.000097;=(B684-B683);;0.079
11357;1680434277000;1000;0.000139;=(B685-B684);;0.079
11375;1680434278000;1000;0.000148;=(B686-B685);;0.312
11390;1680434279000;1000;0.000130;=(B687-B686);;0.062
11408;1680434280000;1000;0.000094;=(B688-B687);;0.042
11423;1680434281000;1000;0.000075;=(B689-B688);;0.057
11441;1680434282000;1000;0.000039;=(B690-B689);;0.141
11456;1680434283000;1000;0.000074;=(B691-B690);;0.057
11474;1680434284000;1000;0.000096;=(B692-B691);;0.052
11489;1680434285000;1000;0.000139;=(B693-B692);;0.184
11507;1680434286000;1000;0.000013;=(B694-B693);;0.261
11522;1680434287000;1000;0.000148;=(B695-B694);;0.133
11537;1680434288000;1000;0.000111;=(B696-B695);;0.114
11555;1680434289000;1000;0.000045;=(B697-B696);;0.092
11570;1680434290000;1000;0.000013;=(B698-B697);;0.1
11588;1680434291000;1000;0.000050;=(B699-B698);;0.043
11603;1680434292000;1000;0.000038;=(B700-B699);;0.043
11621;1680434293000;1000;0.000100;=(B701-B700);;0.041
11636;1680434294000;1000;0.000373;=(B702-B701);;0.684
11654;1680434295000;1000;0.000223;=(B703-B702);;0.253
11669;1680434296000;1000;0.000045;=(B704-B703);;0.067
11687;1680434297000;1000;0.000056;=(B705-B704);;0.103
11702;1680434298000;1000;0.000057;=(B706-B705);;0.097
11720;1680434299000;1000;0.000096;=(B707-B706);;0.082
11735;1680434300000;1000;0.000112;=(B708-B707);;0.07
11753;1680434301000;1000;0.000093;=(B709-B708);;0.149
11768;1680434302000;1000;0.000084;=(B710-B709);;0.13
11783;1680434303000;1000;0.000161;=(B711-B710);;0.148
11801;1680434304000;1000;0.000053;=(B712-B711);;0.079
11816;1680434305000;1000;0.000090;=(B713-B712);;0.052
11834;1680434306000;1000;0.000161;=(B714-B713);;0.083
11849;1680434307000;1000;0.000189;=(B715-B714);;0.087
11867;1680434308000;1000;0.000213;=(B716-B715);;0.042
11882;1680434309000;1000;0.000327;=(B717-B716);;0.057
11900;1680434310000;1000;0.000213;=(B718-B717);;0.109
11915;1680434311000;1000;0.000253;=(B719-B718);;0.112
11933;1680434312000;1000;0.000061;=(B720-B719);;0.227
11948;1680434313000;1000;0.000153;=(B721-B720);;0.092
11966;1680434314000;1000;0.000226;=(B722-B721);;0.184
11981;1680434315000;1000;0.000111;=(B723-B722);;0.029
11999;1680434316000;1000;0.000105;=(B724-B723);;0.065
12014;1680434317000;1000;0.000112;=(B725-B724);;0.034
12032;1680434318000;1000;0.000130;=(B726-B725);;0.087
12047;1680434319000;1000;0.000125;=(B727-B726);;0.252
12062;1680434320000;1000;0.000183;=(B728-B727);;0.324
12080;1680434321000;1000;0.000065;=(B729-B728);;0.107
12095;1680434322000;1000;0.000078;=(B730-B729);;0.081
12113;1680434323000;1000;0.000161;=(B731-B730);;0.039
12128;1680434324000;1000;0.000057;=(B732-B731);;0.053
12146;1680434325000;1000;0.000057;=(B733-B732);;0.079
12161;1680434326000;1000;0.000022;=(B734-B733);;0.006
12179;1680434327000;1000;0.000144;=(B735-B734);;0.076
12194;1680434328000;1000;0.000057;=(B736-B735);;0.129
12212;1680434329000;1000;0.000013;=(B737-B736);;0.092
12227;1680434330000;1000;0.000025;=(B738-B737);;0.053
12245;1680434331000;1000;0.000117;=(B739-B738);;0.115
12260;1680434332000;1000;0.000078;=(B740-B739);;0.141
12278;1680434333000;1000;0.000025;=(B741-B740);;0.04
12293;1680434334000;1000;0.000210;=(B742-B741);;0.367
12308;1680434335000;1000;0.000100;=(B743-B742);;0.141
12326;1680434336000;1000;0.000151;=(B744-B743);;0.258
12341;1680434337000;1000;0.000204;=(B745-B744);;0.141
12359;1680434338000;1000;0.000150;=(B746-B745);;0.179
12374;1680434339000;1000;0.000128;=(B747-B746);;0.192
12392;1680434340000;1000;0.000166;=(B748-B747);;0.125
12407;1680434341000;1000;0.000053;=(B749-B748);;0.036
12425;1680434342000;1000;0.000057;=(B750-B749);;0.18
12440;1680434343000;1000;0.000053;=(B751-B750);;0.027
12458;1680434344000;1000;0.000000;=(B752-B751);;0.103
12473;1680434345000;1000;0.000031;=(B753-B752);;0.099
12491;1680434346000;1000;0.000106;=(B754-B753);;0.024
12506;1680434347000;1000;0.000132;=(B755-B754);;0.035
12524;1680434348000;1000;0.000178;=(B756-B755);;0.063
12539;1680434349000;1000;0.000204;=(B757-B756);;0.025
12554;1680434350000;1000;0.000206;=(B758-B757);;0.101
12572;1680434351000;1000;0.000231;=(B759-B758);;0.23
12587;1680434352000;1000;0.000122;=(B760-B759);;0.037
12605;1680434353000;1000;0.000057;=(B761-B760);;0.127
12620;1680434354000;1000;0.000022;=(B762-B761);;0.24
12638;1680434355000;1000;0.000167;=(B763-B762);;0.212
12653;1680434356000;1000;0.000142;=(B764-B763);;0.03
12671;1680434357000;1000;0.000135;=(B765-B764);;0.021
12686;1680434358000;1000;0.000135;=(B766-B765);;0.013
12704;1680434359000;1000;0.000111;=(B767-B766);;0.045
12719;1680434360000;1000;0.000100;=(B768-B767);;0.09
12737;1680434361000;1000;0.000094;=(B769-B768);;0.122
12752;1680434362000;1000;0.000057;=(B770-B769);;0.031
12770;1680434363000;1000;0.000039;=(B771-B770);;0.157
12785;1680434364000;1000;0.000094;=(B772-B771);;0.011
12800;1680434365000;1000;0.000112;=(B773-B772);;0.327
12818;1680434366000;1000;0.000204;=(B774-B773);;0.213
12833;1680434367000;1000;0.000148;=(B775-B774);;0.268
12851;1680434368000;1000;0.000241;=(B776-B775);;0.381
12866;1680434369000;1000;0.000067;=(B777-B776);;0.08
12884;1680434370000;1000;0.000105;=(B778-B777);;0.102
12899;1680434371000;1000;0.000084;=(B779-B778);;0.16
12917;1680434372000;1000;0.000078;=(B780-B779);;0.152
12932;1680434373000;1000;0.000171;=(B781-B780);;0.137
12950;1680434374000;1000;0.000013;=(B782-B781);;0.082
12965;1680434375000;1000;0.000075;=(B783-B782);;0.118
12983;1680434376000;1000;0.000093;=(B784-B783);;0.128
12998;1680434377000;1000;0.000038;=(B785-B784);;0.041
13016;1680434378000;1000;0.000056;=(B786-B785);;0.036
13031;1680434379000;1000;0.000083;=(B787-B786);;0.035
13046;1680434380000;1000;0.000022;=(B788-B787);;0.077
13064;1680434381000;1000;0.000039;=(B789-B788);;0.079
13079;1680434382000;1000;0.000169;=(B790-B789);;0.242
13097;1680434383000;1000;0.000061;=(B791-B790);;0.097
13112;1680434384000;1000;0.000132;=(B792-B791);;0.334
13130;1680434385000;1000;0.000096;=(B793-B792);;0.128
13145;1680434386000;1000;0.000031;=(B794-B793);;0.076
13163;1680434387000;1000;0.000114;=(B795-B794);;0.254
13178;1680434388000;1000;0.000045;=(B796-B795);;0.025
13196;1680434389000;1000;0.000097;=(B797-B796);;0.052
13211;1680434390000;1000;0.000322;=(B798-B797);;0.498
13229;1680434391000;1000;0.000053;=(B799-B798);;0.1
13244;1680434392000;1000;0.000132;=(B800-B799);;0.072
13262;1680434393000;1000;0.000062;=(B801-B800);;0.037
13277;1680434394000;1000;0.000102;=(B802-B801);;0.016
13292;1680434395000;1000;0.000192;=(B803-B802);;0.093
13310;1680434396000;1000;0.000164;=(B804-B803);;0.071
13325;1680434397000;1000;0.000166;=(B805-B804);;0.14
13343;1680434398000;1000;0.000062;=(B806-B805);;0.074
13358;1680434399000;1000;0.000050;=(B807-B806);;0.069
13376;1680434400000;1000;0.000045;=(B808-B807);;0.053
13391;1680434401000;1000;0.000022;=(B809-B808);;0.126
13409;1680434402000;1000;0.000128;=(B810-B809);;0.097
13424;1680434403000;1000;0.000061;=(B811-B810);;0.133
13442;1680434404000;1000;0.000078;=(B812-B811);;0.179
13457;1680434405000;1000;0.000122;=(B813-B812);;0.046
13475;1680434406000;1000;0.000262;=(B814-B813);;0.065
13490;1680434407000;1000;0.000114;=(B815-B814);;0.103
13508;1680434408000;1000;0.000073;=(B816-B815);;0.092
13523;1680434409000;1000;0.000045;=(B817-B816);;0.152
13538;1680434410000;1000;0.000061;=(B818-B817);;0.148
13556;1680434411000;1000;0.000022;=(B819-B818);;0.121
13571;1680434412000;1000;0.000025;=(B820-B819);;0.07
13589;1680434413000;1000;0.000039;=(B821-B820);;0.058
13604;1680434414000;1000;0.000013;=(B822-B821);;0.077
13622;1680434415000;1000;0.000130;=(B823-B822);;0.103
13637;1680434416000;1000;0.000196;=(B824-B823);;0.185
13655;1680434417000;1000;0.000134;=(B825-B824);;0.112
13670;1680434418000;1000;0.000090;=(B826-B825);;0.067
13688;1680434419000;1000;0.000053;=(B827-B826);;0.045
13703;1680434420000;1000;0.000039;=(B828-B827);;0.022
13721;1680434421000;1000;0.000038;=(B829-B828);;0.105
13736;1680434422000;1000;0.000045;=(B830-B829);;0.028
13754;1680434423000;1000;0.000045;=(B831-B830);;0.063
13769;1680434424000;1000;0.000149;=(B832-B831);;0.152
13787;1680434425000;1000;0.000153;=(B833-B832);;0.203
13802;1680434426000;1000;0.000031;=(B834-B833);;0.166
13817;1680434427000;1000;0.000067;=(B835-B834);;0.048
13835;1680434428000;1000;0.000045;=(B836-B835);;0.117
13850;1680434429000;1000;0.000090;=(B837-B836);;0.093
13868;1680434430000;1000;0.000075;=(B838-B837);;0.203
13883;1680434431000;1000;0.000031;=(B839-B838);;0.16
13901;1680434432000;1000;0.000067;=(B840-B839);;0.028
13916;1680434433000;1000;0.000053;=(B841-B840);;0.041
13934;1680434434000;1000;0.000019;=(B842-B841);;0.244
13949;1680434435000;1000;0.000078;=(B843-B842);;0.157
13967;1680434436000;1000;0.000067;=(B844-B843);;0.034
13982;1680434437000;1000;0.000022;=(B845-B844);;0.087
14000;1680434438000;1000;0.000112;=(B846-B845);;0.1
14015;1680434439000;1000;0.000061;=(B847-B846);;0.182
14033;1680434440000;1000;0.000075;=(B848-B847);;0.146
14048;1680434441000;1000;0.000000;=(B849-B848);;0.159
14063;1680434442000;1000;0.000096;=(B850-B849);;0.116
14081;1680434443000;1000;0.000112;=(B851-B850);;0.073
