Idx;time (epoch);deltaT;deltaDist (km);deltaT(2);cog;sog (kn)
22691;1680434968000;1000;0.000397;=(B1376-B1375);;0.887
22709;1680434969000;1000;0.000555;=(B1377-B1376);;1.104
22724;1680434970000;1000;0.000538;=(B1378-B1377);100.86;1.004
22742;1680434971000;1000;0.000509;=(B1379-B1378);;1.025
22757;1680434972000;1000;0.000531;=(B1380-B1379);;1.04
22775;1680434973000;1000;0.000550;=(B1381-B1380);;1.162
22790;1680434974000;1000;0.000472;=(B1382-B1381);;1.029
22808;1680434975000;1000;0.000596;=(B1383-B1382);84.51;1.264
22823;1680434976000;1000;0.000464;=(B1384-B1383);;1.057
22838;1680434977000;1000;0.000537;=(B1385-B1384);;1.136
22856;1680434978000;1000;0.000617;=(B1386-B1385);75.65;1.138
22871;1680434979000;1000;0.000575;=(B1387-B1386);72.94;1.239
22889;1680434980000;1000;0.000613;=(B1388-B1387);69.32;1.251
22904;1680434981000;1000;0.000559;=(B1389-B1388);69.66;1.196
22922;1680434982000;1000;0.000548;=(B1390-B1389);;1.097
22937;1680434983000;1000;0.000581;=(B1391-B1390);;1.211
22955;1680434984000;1000;0.000606;=(B1392-B1391);70.08;1.216
22970;1680434985000;1000;0.000558;=(B1393-B1392);;1.08
22988;1680434986000;1000;0.000693;=(B1394-B1393);67.67;1.513
23003;1680434987000;1000;0.000762;=(B1395-B1394);65.91;1.45
23021;1680434988000;1000;0.000737;=(B1396-B1395);66.69;1.595
23036;1680434989000;1000;0.000637;=(B1397-B1396);64.58;1.361
23054;1680434990000;1000;0.000670;=(B1398-B1397);67.6;1.396
23069;1680434991000;1000;0.000619;=(B1399-B1398);69.5;1.393
23084;1680434992000;1000;0.000599;=(B1400-B1399);68.16;1.238
23102;1680434993000;1000;0.000527;=(B1401-B1400);;1.186
23117;1680434994000;1000;0.000694;=(B1402-B1401);73.43;1.469
23135;1680434995000;1000;0.000726;=(B1403-B1402);76.16;1.379
23150;1680434996000;1000;0.000727;=(B1404-B1403);77.45;1.484
23168;1680434997000;1000;0.000753;=(B1405-B1404);74.6;1.458
23183;1680434998000;1000;0.000641;=(B1406-B1405);;1.078
23201;1680434999000;1000;0.000680;=(B1407-B1406);;1.221
23216;1680435000000;1000;0.000786;=(B1408-B1407);;1.438
23234;1680435001000;1000;0.000806;=(B1409-B1408);75.86;1.494
23249;1680435002000;1000;0.000875;=(B1410-B1409);74.01;1.584
23267;1680435003000;1000;0.000831;=(B1411-B1410);73.96;1.579
23282;1680435004000;1000;0.000849;=(B1412-B1411);71.53;1.617
23300;1680435005000;1000;0.000892;=(B1413-B1412);70.5;1.688
23315;1680435006000;1000;0.000851;=(B1414-B1413);69.37;1.696
23330;1680435007000;1000;0.000897;=(B1415-B1414);65.4;1.608
23348;1680435008000;1000;0.000712;=(B1416-B1415);66.36;1.608
23363;1680435009000;1000;0.000779;=(B1417-B1416);66.38;1.586
23381;1680435010000;1000;0.000879;=(B1418-B1417);64.42;1.646
23396;1680435011000;1000;0.001067;=(B1419-B1418);63.07;1.929
23414;1680435012000;1000;0.000915;=(B1420-B1419);60.62;1.747
23429;1680435013000;1000;0.000945;=(B1421-B1420);61.25;1.673
23447;1680435014000;1000;0.000949;=(B1422-B1421);62.24;1.742
23462;1680435015000;1000;0.001016;=(B1423-B1422);63.24;1.817
23480;1680435016000;1000;0.001020;=(B1424-B1423);62.56;1.849
23495;1680435017000;1000;0.000955;=(B1425-B1424);65.85;1.621
23513;1680435018000;1000;0.001055;=(B1426-B1425);64.26;1.944
23528;1680435019000;1000;0.001120;=(B1427-B1426);63.2;1.915
23546;1680435020000;1000;0.001059;=(B1428-B1427);63.04;1.884
23561;1680435021000;1000;0.001111;=(B1429-B1428);62.02;1.986
23576;1680435022000;1000;0.001002;=(B1430-B1429);60.99;1.848
23594;1680435023000;1000;0.000924;=(B1431-B1430);60.18;1.787
23609;1680435024000;1000;0.000891;=(B1432-B1431);61.23;1.748
23627;1680435025000;1000;0.001022;=(B1433-B1432);61.02;2.053
23642;1680435026000;1000;0.001029;=(B1434-B1433);63.05;1.973
23660;1680435027000;1000;0.000910;=(B1435-B1434);58.94;1.813
23675;1680435028000;1000;0.000866;=(B1436-B1435);58.28;1.685
23693;1680435029000;1000;0.000986;=(B1437-B1436);65.04;1.942
23708;1680435030000;1000;0.001050;=(B1438-B1437);68.56;1.994
23726;1680435031000;1000;0.001073;=(B1439-B1438);68.98;2.122
23741;1680435032000;1000;0.001101;=(B1440-B1439);69.0;2.187
23759;1680435033000;1000;0.001007;=(B1441-B1440);68.75;1.998
23774;1680435034000;1000;0.000991;=(B1442-B1441);69.0;1.85
23792;1680435035000;1000;0.001042;=(B1443-B1442);68.98;1.971
23807;1680435036000;1000;0.001251;=(B1444-B1443);66.63;2.239
23822;1680435037000;1000;0.001173;=(B1445-B1444);66.75;2.121
23840;1680435038000;1000;0.001124;=(B1446-B1445);65.17;2.035
23855;1680435039000;1000;0.001131;=(B1447-B1446);64.54;2.236
23873;1680435040000;1000;0.001154;=(B1448-B1447);60.1;2.231
23888;1680435041000;1000;0.001120;=(B1449-B1448);58.86;2.155
23906;1680435042000;1000;0.001214;=(B1450-B1449);55.07;2.265
23921;1680435043000;1000;0.001220;=(B1451-B1450);54.81;2.126
23939;1680435044000;1000;0.001300;=(B1452-B1451);52.67;2.121
23954;1680435045000;1000;0.001158;=(B1453-B1452);52.15;2.082
23972;1680435046000;1000;0.001228;=(B1454-B1453);48.43;2.149
23987;1680435047000;1000;0.001193;=(B1455-B1454);45.89;2.204
24005;1680435048000;1000;0.001062;=(B1456-B1455);44.16;1.928
24020;1680435049000;1000;0.000990;=(B1457-B1456);40.8;1.849
24038;1680435050000;1000;0.001087;=(B1458-B1457);39.17;1.913
24053;1680435051000;1000;0.001272;=(B1459-B1458);36.32;2.154
24068;1680435052000;1000;0.001232;=(B1460-B1459);33.08;2.014
24086;1680435053000;1000;0.001448;=(B1461-B1460);29.49;2.535
24101;1680435054000;1000;0.001132;=(B1462-B1461);29.46;2.103
24119;1680435055000;1000;0.001134;=(B1463-B1462);25.62;1.838
24134;1680435056000;1000;0.001488;=(B1464-B1463);22.21;2.971
24152;1680435057000;1000;0.001065;=(B1465-B1464);19.86;2.084
24167;1680435058000;1000;0.000984;=(B1466-B1465);18.12;1.93
24185;1680435059000;1000;0.001118;=(B1467-B1466);15.35;2.061
24200;1680435060000;1000;0.001114;=(B1468-B1467);12.94;2.109
24218;1680435061000;1000;0.001123;=(B1469-B1468);9.79;1.879
24233;1680435062000;1000;0.001241;=(B1470-B1469);4.52;2.091
24251;1680435063000;1000;0.001102;=(B1471-B1470);1.71;1.586
24266;1680435064000;1000;0.001048;=(B1472-B1471);356.6;1.639
24284;1680435065000;1000;0.001323;=(B1473-B1472);355.17;1.735
24299;1680435066000;1000;0.000964;=(B1474-B1473);352.1;1.338
24314;1680435067000;1000;0.000885;=(B1475-B1474);346.7;1.559
24332;1680435068000;1000;0.000832;=(B1476-B1475);346.81;1.839
24347;1680435069000;1000;0.000727;=(B1477-B1476);344.64;1.551
24365;1680435070000;1000;0.000822;=(B1478-B1477);343.29;1.768
24380;1680435071000;1000;0.000815;=(B1479-B1478);340.81;1.633
24398;1680435072000;1000;0.000792;=(B1480-B1479);;1.313
24413;1680435073000;1000;0.000943;=(B1481-B1480);339.32;1.695
24431;1680435074000;1000;0.000910;=(B1482-B1481);336.99;1.646
24446;1680435075000;1000;0.000921;=(B1483-B1482);335.72;1.57
24464;1680435076000;1000;0.000865;=(B1484-B1483);334.89;1.589
24479;1680435077000;1000;0.000638;=(B1485-B1484);;1.093
24497;1680435078000;1000;0.000821;=(B1486-B1485);334.33;1.601
24512;1680435079000;1000;0.000687;=(B1487-B1486);;1.242
24530;1680435080000;1000;0.000652;=(B1488-B1487);;1.135
24545;1680435081000;1000;0.000694;=(B1489-B1488);;1.233
24563;1680435082000;1000;0.000744;=(B1490-B1489);;1.289
24578;1680435083000;1000;0.000725;=(B1491-B1490);;1.029
24593;1680435084000;1000;0.000722;=(B1492-B1491);;1.023
24611;1680435085000;1000;0.000554;=(B1493-B1492);;0.705
24626;1680435086000;1000;0.000436;=(B1494-B1493);;0.708
24644;1680435087000;1000;0.000410;=(B1495-B1494);;0.67
24659;1680435088000;1000;0.000344;=(B1496-B1495);;0.463
24677;1680435089000;1000;0.000261;=(B1497-B1496);;0.336
24692;1680435090000;1000;0.000241;=(B1498-B1497);;0.408
24710;1680435091000;1000;0.000164;=(B1499-B1498);;0.319
24725;1680435092000;1000;0.000151;=(B1500-B1499);;0.286
24743;1680435093000;1000;0.000119;=(B1501-B1500);;0.377
24758;1680435094000;1000;0.000019;=(B1502-B1501);;0.224
24776;1680435095000;1000;0.000157;=(B1503-B1502);;0.525
24791;1680435096000;1000;0.000224;=(B1504-B1503);;0.65
24809;1680435097000;1000;0.000335;=(B1505-B1504);;0.828
24824;1680435098000;1000;0.000448;=(B1506-B1505);;0.957
24839;1680435099000;1000;0.000527;=(B1507-B1506);;0.959
24857;1680435100000;1000;0.000588;=(B1508-B1507);;1.098
24872;1680435101000;1000;0.000660;=(B1509-B1508);;1.388
24890;1680435102000;1000;0.000708;=(B1510-B1509);;1.454
24905;1680435103000;1000;0.000807;=(B1511-B1510);52.2;1.702
24923;1680435104000;1000;0.000783;=(B1512-B1511);;1.629
24938;1680435105000;1000;0.000844;=(B1513-B1512);107.79;1.711
24956;1680435106000;1000;0.000912;=(B1514-B1513);129.47;2.01
24971;1680435107000;1000;0.001055;=(B1515-B1514);134.06;2.058
24989;1680435108000;1000;0.001172;=(B1516-B1515);134.67;2.111
25004;1680435109000;1000;0.001084;=(B1517-B1516);135.42;2.196
25022;1680435110000;1000;0.001148;=(B1518-B1517);136.22;2.203
25037;1680435111000;1000;0.001148;=(B1519-B1518);134.8;2.195
25055;1680435112000;1000;0.001254;=(B1520-B1519);134.53;2.307
25070;1680435113000;1000;0.001201;=(B1521-B1520);130.98;2.174
25085;1680435114000;1000;0.001259;=(B1522-B1521);128.91;2.254
25103;1680435115000;1000;0.001359;=(B1523-B1522);131.71;2.361
25118;1680435116000;1000;0.001337;=(B1524-B1523);132.21;2.412
25136;1680435117000;1000;0.001448;=(B1525-B1524);134.56;2.579
25151;1680435118000;1000;0.001408;=(B1526-B1525);132.74;2.542
25169;1680435119000;1000;0.001378;=(B1527-B1526);130.36;2.437
25184;1680435120000;1000;0.001396;=(B1528-B1527);130.23;2.559
25202;1680435121000;1000;0.001469;=(B1529-B1528);130.6;2.678
25217;1680435122000;1000;0.001523;=(B1530-B1529);129.81;2.777
25235;1680435123000;1000;0.001505;=(B1531-B1530);131.14;2.774
25250;1680435124000;1000;0.001456;=(B1532-B1531);132.0;2.723
25268;1680435125000;1000;0.001421;=(B1533-B1532);133.01;2.807
25283;1680435126000;1000;0.001408;=(B1534-B1533);134.04;2.828
25301;1680435127000;1000;0.001407;=(B1535-B1534);134.62;2.847
25316;1680435128000;1000;0.001365;=(B1536-B1535);135.75;2.773
25331;1680435129000;1000;0.001465;=(B1537-B1536);137.13;2.861
25349;1680435130000;1000;0.001381;=(B1538-B1537);138.6;2.903
25364;1680435131000;1000;0.001485;=(B1539-B1538);139.69;3.001
25382;1680435132000;1000;0.001375;=(B1540-B1539);140.75;2.958
25397;1680435133000;1000;0.001410;=(B1541-B1540);142.94;3.058
25415;1680435134000;1000;0.001431;=(B1542-B1541);143.79;3.13
25430;1680435135000;1000;0.001535;=(B1543-B1542);144.14;3.187
25448;1680435136000;1000;0.001364;=(B1544-B1543);142.96;3.036
25463;1680435137000;1000;0.001386;=(B1545-B1544);143.29;3.023
25481;1680435138000;1000;0.001284;=(B1546-B1545);141.82;2.861
25496;1680435139000;1000;0.001380;=(B1547-B1546);143.55;3.07
25514;1680435140000;1000;0.001574;=(B1548-B1547);145.24;3.172
25529;1680435141000;1000;0.001551;=(B1549-B1548);145.67;3.128
25547;1680435142000;1000;0.001551;=(B1550-B1549);145.84;3.16
25562;1680435143000;1000;0.001650;=(B1551-B1550);147.23;3.361
25577;1680435144000;1000;0.001558;=(B1552-B1551);146.17;3.181
25595;1680435145000;1000;0.001625;=(B1553-B1552);146.4;3.196
25610;1680435146000;1000;0.001649;=(B1554-B1553);146.13;3.192
25628;1680435147000;1000;0.001613;=(B1555-B1554);145.54;3.133
25643;1680435148000;1000;0.001701;=(B1556-B1555);147.78;3.353
25661;1680435149000;1000;0.001807;=(B1557-B1556);149.66;3.523
25676;1680435150000;1000;0.001743;=(B1558-B1557);148.57;3.369
25694;1680435151000;1000;0.001620;=(B1559-B1558);146.44;3.084
25709;1680435152000;1000;0.001648;=(B1560-B1559);145.68;3.193
25727;1680435153000;1000;0.001625;=(B1561-B1560);143.73;3.074
25742;1680435154000;1000;0.001694;=(B1562-B1561);144.25;3.171
25760;1680435155000;1000;0.001749;=(B1563-B1562);146.18;3.236
25775;1680435156000;1000;0.001658;=(B1564-B1563);145.33;3.006
25793;1680435157000;1000;0.001669;=(B1565-B1564);146.71;3.136
25808;1680435158000;1000;0.001553;=(B1566-B1565);146.76;2.978
25823;1680435159000;1000;0.001575;=(B1567-B1566);147.22;2.947
25841;1680435160000;1000;0.001775;=(B1568-B1567);149.79;3.155
25856;1680435161000;1000;0.001758;=(B1569-B1568);152.36;3.247
25874;1680435162000;1000;0.001862;=(B1570-B1569);154.05;3.353
25889;1680435163000;1000;0.001821;=(B1571-B1570);155.17;3.365
25907;1680435164000;1000;0.001602;=(B1572-B1571);153.53;3.049
25922;1680435165000;1000;0.001853;=(B1573-B1572);154.57;3.494
25940;1680435166000;1000;0.001838;=(B1574-B1573);154.84;3.416
25955;1680435167000;1000;0.001745;=(B1575-B1574);154.29;3.378
25973;1680435168000;1000;0.001855;=(B1576-B1575);154.12;3.391
25988;1680435169000;1000;0.001787;=(B1577-B1576);152.41;3.393
26006;1680435170000;1000;0.001763;=(B1578-B1577);150.3;3.336
26021;1680435171000;1000;0.001721;=(B1579-B1578);149.07;3.275
26039;1680435172000;1000;0.001807;=(B1580-B1579);149.64;3.456
26054;1680435173000;1000;0.001891;=(B1581-B1580);151.64;3.644
26069;1680435174000;1000;0.001936;=(B1582-B1581);151.12;3.585
26087;1680435175000;1000;0.001729;=(B1583-B1582);148.5;3.315
26102;1680435176000;1000;0.001694;=(B1584-B1583);148.0;3.444
26120;1680435177000;1000;0.001701;=(B1585-B1584);146.12;3.253
26135;1680435178000;1000;0.001655;=(B1586-B1585);145.35;3.23
26153;1680435179000;1000;0.001698;=(B1587-B1586);145.66;3.351
26168;1680435180000;1000;0.001800;=(B1588-B1587);146.51;3.4
26186;1680435181000;1000;0.001819;=(B1589-B1588);146.85;3.485
26201;1680435182000;1000;0.001881;=(B1590-B1589);148.74;3.778
26219;1680435183000;1000;0.001992;=(B1591-B1590);149.0;3.85
26234;1680435184000;1000;0.002023;=(B1592-B1591);149.12;3.753
26252;1680435185000;1000;0.001864;=(B1593-B1592);147.73;3.534
26267;1680435186000;1000;0.002015;=(B1594-B1593);150.41;3.932
26285;1680435187000;1000;0.002180;=(B1595-B1594);154.2;4.262
26300;1680435188000;1000;0.002199;=(B1596-B1595);155.84;4.252
26318;1680435189000;1000;0.002155;=(B1597-B1596);156.34;4.271
26333;1680435190000;1000;0.002219;=(B1598-B1597);156.71;4.35
26348;1680435191000;1000;0.002135;=(B1599-B1598);155.35;4.216
26366;1680435192000;1000;0.002294;=(B1600-B1599);156.6;4.602
26381;1680435193000;1000;0.002418;=(B1601-B1600);157.54;4.699
26399;1680435194000;1000;0.002324;=(B1602-B1601);157.52;4.601
26414;1680435195000;1000;0.002350;=(B1603-B1602);157.57;4.694
26432;1680435196000;1000;0.002375;=(B1604-B1603);157.32;4.702
26447;1680435197000;1000;0.002393;=(B1605-B1604);157.31;4.704
26465;1680435198000;1000;0.002597;=(B1606-B1605);158.76;5.12
26480;1680435199000;1000;0.002620;=(B1607-B1606);159.39;5.15
26498;1680435200000;1000;0.002575;=(B1608-B1607);158.94;4.959
26513;1680435201000;1000;0.002677;=(B1609-B1608);159.85;5.215
26531;1680435202000;1000;0.002677;=(B1610-B1609);159.87;5.072
26546;1680435203000;1000;0.002828;=(B1611-B1610);161.36;5.48
26564;1680435204000;1000;0.002710;=(B1612-B1611);160.42;5.179
26579;1680435205000;1000;0.002592;=(B1613-B1612);159.69;5.08
26594;1680435206000;1000;0.002640;=(B1614-B1613);160.11;5.183
26612;1680435207000;1000;0.002680;=(B1615-B1614);160.61;5.239
26627;1680435208000;1000;0.002761;=(B1616-B1615);161.54;5.424
26645;1680435209000;1000;0.002800;=(B1617-B1616);161.77;5.356
26660;1680435210000;1000;0.002759;=(B1618-B1617);161.07;5.208
26678;1680435211000;1000;0.002769;=(B1619-B1618);161.91;5.316
26693;1680435212000;1000;0.002804;=(B1620-B1619);162.33;5.429
26711;1680435213000;1000;0.002763;=(B1621-B1620);162.07;5.432
26726;1680435214000;1000;0.002701;=(B1622-B1621);161.27;5.08
26744;1680435215000;1000;0.002563;=(B1623-B1622);159.4;4.903
26759;1680435216000;1000;0.002705;=(B1624-B1623);160.33;5.306
26777;1680435217000;1000;0.002820;=(B1625-B1624);160.9;5.385
26792;1680435218000;1000;0.002886;=(B1626-B1625);162.2;5.581
26810;1680435219000;1000;0.002978;=(B1627-B1626);162.66;5.591
26825;1680435220000;1000;0.002964;=(B1628-B1627);163.67;5.642
26840;1680435221000;1000;0.002975;=(B1629-B1628);163.75;5.562
26858;1680435222000;1000;0.002915;=(B1630-B1629);164.51;5.553
26873;1680435223000;1000;0.002990;=(B1631-B1630);165.38;5.574
26891;1680435224000;1000;0.002987;=(B1632-B1631);165.68;5.613
26906;1680435225000;1000;0.003050;=(B1633-B1632);165.74;5.592
26924;1680435226000;1000;0.003021;=(B1634-B1633);165.34;5.659
26939;1680435227000;1000;0.003006;=(B1635-B1634);164.69;5.6
26957;1680435228000;1000;0.003039;=(B1636-B1635);164.47;5.629
26972;1680435229000;1000;0.003083;=(B1637-B1636);165.09;5.73
26990;1680435230000;1000;0.003110;=(B1638-B1637);165.04;5.648
27005;1680435231000;1000;0.003023;=(B1639-B1638);165.1;5.658
27023;1680435232000;1000;0.003008;=(B1640-B1639);165.28;5.643
27038;1680435233000;1000;0.003020;=(B1641-B1640);165.64;5.693
27056;1680435234000;1000;0.003032;=(B1642-B1641);165.51;5.673
27071;1680435235000;1000;0.003017;=(B1643-B1642);165.55;5.714
27089;1680435236000;1000;0.003026;=(B1644-B1643);165.01;5.74
27104;1680435237000;1000;0.003039;=(B1645-B1644);164.22;5.708
27119;1680435238000;1000;0.002964;=(B1646-B1645);163.9;5.71
27137;1680435239000;1000;0.003031;=(B1647-B1646);163.29;5.817
27152;1680435240000;1000;0.002919;=(B1648-B1647);161.48;5.684
27170;1680435241000;1000;0.002875;=(B1649-B1648);161.47;5.701
27185;1680435242000;1000;0.002888;=(B1650-B1649);161.06;5.654
27203;1680435243000;1000;0.002936;=(B1651-B1650);160.41;5.715
27218;1680435244000;1000;0.002875;=(B1652-B1651);159.7;5.666
27236;1680435245000;1000;0.002936;=(B1653-B1652);159.54;5.661
27251;1680435246000;1000;0.002906;=(B1654-B1653);159.77;5.785
27269;1680435247000;1000;0.002910;=(B1655-B1654);160.05;5.81
27284;1680435248000;1000;0.003141;=(B1656-B1655);161.16;6.254
27302;1680435249000;1000;0.002927;=(B1657-B1656);159.69;5.618
27317;1680435250000;1000;0.002936;=(B1658-B1657);159.68;5.807
27335;1680435251000;1000;0.003023;=(B1659-B1658);159.62;5.947
27350;1680435252000;1000;0.002897;=(B1660-B1659);158.18;5.516
27365;1680435253000;1000;0.002804;=(B1661-B1660);156.52;5.494
27383;1680435254000;1000;0.002909;=(B1662-B1661);156.13;5.72
27398;1680435255000;1000;0.002946;=(B1663-B1662);156.31;5.904
27416;1680435256000;1000;0.002873;=(B1664-B1663);155.35;5.708
27431;1680435257000;1000;0.002934;=(B1665-B1664);155.39;5.763
27449;1680435258000;1000;0.002839;=(B1666-B1665);154.69;5.588
27464;1680435259000;1000;0.002878;=(B1667-B1666);154.73;5.726
27482;1680435260000;1000;0.002973;=(B1668-B1667);155.36;5.815
27497;1680435261000;1000;0.002957;=(B1669-B1668);155.23;5.792
27515;1680435262000;1000;0.002962;=(B1670-B1669);155.29;5.757
27530;1680435263000;1000;0.003002;=(B1671-B1670);155.81;5.923
27548;1680435264000;1000;0.002950;=(B1672-B1671);155.37;5.73
27563;1680435265000;1000;0.003007;=(B1673-B1672);156.03;5.892
27581;1680435266000;1000;0.003002;=(B1674-B1673);156.38;5.897
27596;1680435267000;1000;0.002933;=(B1675-B1674);154.97;5.753
27611;1680435268000;1000;0.002872;=(B1676-B1675);154.35;5.667
27629;1680435269000;1000;0.002857;=(B1677-B1676);153.12;5.657
27644;1680435270000;1000;0.002889;=(B1678-B1677);153.06;5.765
27662;1680435271000;1000;0.002901;=(B1679-B1678);152.82;5.737
27677;1680435272000;1000;0.002933;=(B1680-B1679);153.51;5.819
27695;1680435273000;1000;0.002983;=(B1681-B1680);154.21;5.874
27710;1680435274000;1000;0.003011;=(B1682-B1681);154.66;5.814
27728;1680435275000;1000;0.003053;=(B1683-B1682);155.33;5.812
27743;1680435276000;1000;0.002958;=(B1684-B1683);156.74;5.852
27761;1680435277000;1000;0.002853;=(B1685-B1684);157.58;5.628
27776;1680435278000;1000;0.002826;=(B1686-B1685);157.12;5.59
27794;1680435279000;1000;0.002875;=(B1687-B1686);156.54;5.58
27809;1680435280000;1000;0.002795;=(B1688-B1687);155.22;5.416
27827;1680435281000;1000;0.002756;=(B1689-B1688);154.43;5.441
27842;1680435282000;1000;0.002767;=(B1690-B1689);154.33;5.512
27857;1680435283000;1000;0.002778;=(B1691-B1690);154.01;5.459
27875;1680435284000;1000;0.002728;=(B1692-B1691);153.67;5.385
27890;1680435285000;1000;0.002684;=(B1693-B1692);153.47;5.297
27908;1680435286000;1000;0.002739;=(B1694-B1693);153.31;5.441
27923;1680435287000;1000;0.002778;=(B1695-B1694);153.95;5.493
27941;1680435288000;1000;0.002712;=(B1696-B1695);152.65;5.358
27956;1680435289000;1000;0.002761;=(B1697-B1696);150.41;5.375
27974;1680435290000;1000;0.002732;=(B1698-B1697);148.46;5.235
27989;1680435291000;1000;0.002579;=(B1699-B1698);147.0;5.091
28007;1680435292000;1000;0.002603;=(B1700-B1699);146.91;5.251
28022;1680435293000;1000;0.002748;=(B1701-B1700);148.25;5.39
28040;1680435294000;1000;0.002631;=(B1702-B1701);148.6;5.161
28055;1680435295000;1000;0.002678;=(B1703-B1702);147.82;5.194
28073;1680435296000;1000;0.002673;=(B1704-B1703);147.11;5.16
28088;1680435297000;1000;0.002640;=(B1705-B1704);147.47;5.176
28103;1680435298000;1000;0.002497;=(B1706-B1705);148.3;4.899
28121;1680435299000;1000;0.002662;=(B1707-B1706);150.99;5.172
28136;1680435300000;1000;0.002662;=(B1708-B1707);153.34;5.238
28154;1680435301000;1000;0.002751;=(B1709-B1708);153.8;5.27
28169;1680435302000;1000;0.002757;=(B1710-B1709);154.72;5.416
28187;1680435303000;1000;0.002639;=(B1711-B1710);153.34;5.106
28202;1680435304000;1000;0.002672;=(B1712-B1711);152.7;5.149
28220;1680435305000;1000;0.002534;=(B1713-B1712);150.36;4.86
28235;1680435306000;1000;0.002745;=(B1714-B1713);151.68;5.307
28253;1680435307000;1000;0.002722;=(B1715-B1714);152.0;5.242
28268;1680435308000;1000;0.002780;=(B1716-B1715);153.84;5.39
28286;1680435309000;1000;0.002835;=(B1717-B1716);154.58;5.376
28301;1680435310000;1000;0.003088;=(B1718-B1717);159.11;6.072
28319;1680435311000;1000;0.002912;=(B1719-B1718);157.39;5.4
28334;1680435312000;1000;0.002740;=(B1720-B1719);155.93;5.361
28352;1680435313000;1000;0.002711;=(B1721-B1720);154.5;5.302
28367;1680435314000;1000;0.002735;=(B1722-B1721);152.46;5.2
28382;1680435315000;1000;0.002716;=(B1723-B1722);151.54;5.331
28400;1680435316000;1000;0.002779;=(B1724-B1723);151.19;5.355
28415;1680435317000;1000;0.002724;=(B1725-B1724);150.08;5.198
28433;1680435318000;1000;0.002777;=(B1726-B1725);150.41;5.43
28448;1680435319000;1000;0.002768;=(B1727-B1726);149.64;5.417
28466;1680435320000;1000;0.002727;=(B1728-B1727);148.65;5.33
28481;1680435321000;1000;0.002656;=(B1729-B1728);147.47;5.209
28499;1680435322000;1000;0.002656;=(B1730-B1729);146.33;5.229
28514;1680435323000;1000;0.002677;=(B1731-B1730);145.24;5.308
28532;1680435324000;1000;0.002698;=(B1732-B1731);143.55;5.283
28547;1680435325000;1000;0.002676;=(B1733-B1732);142.35;5.168
28565;1680435326000;1000;0.002599;=(B1734-B1733);140.9;5.133
28580;1680435327000;1000;0.002571;=(B1735-B1734);142.45;5.145
28598;1680435328000;1000;0.002925;=(B1736-B1735);146.19;5.68
28613;1680435329000;1000;0.002774;=(B1737-B1736);147.46;5.374
28628;1680435330000;1000;0.002541;=(B1738-B1737);146.95;5.092
28646;1680435331000;1000;0.002541;=(B1739-B1738);147.98;5.221
28661;1680435332000;1000;0.002629;=(B1740-B1739);147.53;5.28
28679;1680435333000;1000;0.002620;=(B1741-B1740);146.7;5.224
28694;1680435334000;1000;0.002634;=(B1742-B1741);145.78;5.183
28712;1680435335000;1000;0.002638;=(B1743-B1742);144.56;5.252
28727;1680435336000;1000;0.002954;=(B1744-B1743);144.65;5.688
28745;1680435337000;1000;0.002744;=(B1745-B1744);142.54;5.027
28760;1680435338000;1000;0.002668;=(B1746-B1745);142.32;5.312
28778;1680435339000;1000;0.002812;=(B1747-B1746);140.25;5.306
28793;1680435340000;1000;0.002809;=(B1748-B1747);138.63;5.412
28811;1680435341000;1000;0.002593;=(B1749-B1748);138.2;5.069
28826;1680435342000;1000;0.002603;=(B1750-B1749);136.36;5.148
28844;1680435343000;1000;0.002763;=(B1751-B1750);135.26;5.333
28859;1680435344000;1000;0.002853;=(B1752-B1751);135.57;5.326
28877;1680435345000;1000;0.002714;=(B1753-B1752);134.93;5.238
28892;1680435346000;1000;0.002759;=(B1754-B1753);134.75;5.273
28907;1680435347000;1000;0.002759;=(B1755-B1754);134.87;5.311
28925;1680435348000;1000;0.002798;=(B1756-B1755);134.5;5.35
28940;1680435349000;1000;0.002839;=(B1757-B1756);133.18;5.405
28958;1680435350000;1000;0.002767;=(B1758-B1757);132.82;5.257
28973;1680435351000;1000;0.002767;=(B1759-B1758);131.95;5.373
28991;1680435352000;1000;0.002792;=(B1760-B1759);130.11;5.312
29006;1680435353000;1000;0.002801;=(B1761-B1760);128.91;5.256
29024;1680435354000;1000;0.002837;=(B1762-B1761);128.76;5.435
29039;1680435355000;1000;0.002792;=(B1763-B1762);128.59;5.377
29057;1680435356000;1000;0.002788;=(B1764-B1763);128.59;5.414
29072;1680435357000;1000;0.002792;=(B1765-B1764);127.83;5.259
29090;1680435358000;1000;0.002796;=(B1766-B1765);127.37;5.402
29105;1680435359000;1000;0.002813;=(B1767-B1766);128.53;5.595
29123;1680435360000;1000;0.002855;=(B1768-B1767);127.12;5.449
29138;1680435361000;1000;0.002723;=(B1769-B1768);125.57;5.378
29153;1680435362000;1000;0.002791;=(B1770-B1769);125.17;5.414
29171;1680435363000;1000;0.002730;=(B1771-B1770);122.8;5.35
29186;1680435364000;1000;0.002801;=(B1772-B1771);123.83;5.455
29204;1680435365000;1000;0.002731;=(B1773-B1772);123.15;5.28
29219;1680435366000;1000;0.002844;=(B1774-B1773);125.83;5.586
29237;1680435367000;1000;0.002843;=(B1775-B1774);126.39;5.575
29252;1680435368000;1000;0.002885;=(B1776-B1775);126.43;5.558
29270;1680435369000;1000;0.002812;=(B1777-B1776);125.3;5.42
